8.097426829837527151e+00,8.097426829837521822e+00,7.841400726503964691e+00,7.841400726503962915e+00
8.097426829837530704e+00,8.097426829837523599e+00,7.841400726503970908e+00,7.841400726503969132e+00
6.930165484284808386e+00,6.930165484284806610e+00,4.385546643316405202e+00,4.385546643316399873e+00
6.930165484284811939e+00,6.930165484284809274e+00,6.930165484284808386e+00,6.930165484284806610e+00
6.930165484284811939e+00,6.930165484284809274e+00,6.930165484284808386e+00,5.366020339028611197e+00
6.930165484284811939e+00,6.930165484284808386e+00,5.366020339028612085e+00,5.366020339028611197e+00
6.930165484284811939e+00,6.930165484284809274e+00,6.930165484284806610e+00,5.366020339028605868e+00
8.538645746349157406e+00,5.534121372823921803e+00,5.366020339028605868e+00,4.385546643316402537e+00
8.970713244546594467e+00,8.970713244546592691e+00,4.386951258427315814e+00,4.386951258427314926e+00
8.538645746349153853e+00,5.534121372823919138e+00,5.366020339028609420e+00,4.385546643316406978e+00
8.670837084875271827e+00,8.670837084875266498e+00,5.366020339028611197e+00,5.366020339028609420e+00
8.538645746349155630e+00,5.534121372823920026e+00,5.366020339028611197e+00,4.385546643316405202e+00
6.930165484284812827e+00,6.930165484284810162e+00,6.930165484284809274e+00,5.366020339028612973e+00
6.930165484284813715e+00,6.930165484284812827e+00,6.930165484284810162e+00,6.930165484284809274e+00
6.930165484284813715e+00,6.930165484284810162e+00,6.930165484284809274e+00,5.366020339028612085e+00
6.930165484284813715e+00,6.930165484284809274e+00,5.366020339028612085e+00,5.366020339028608532e+00
8.538645746349159182e+00,5.534121372823924467e+00,5.366020339028612973e+00,4.385546643316402537e+00
6.930165484284813715e+00,6.930165484284812827e+00,4.385546643316408755e+00,4.385546643316407867e+00
8.670837084875271827e+00,8.670837084875271827e+00,5.366020339028612085e+00,5.366020339028608532e+00
6.930165484284812827e+00,6.930165484284810162e+00,6.930165484284810162e+00,6.930165484284809274e+00
6.930165484284812827e+00,6.930165484284810162e+00,6.930165484284809274e+00,5.366020339028609420e+00
6.930165484284810162e+00,6.930165484284809274e+00,5.366020339028612085e+00,5.366020339028609420e+00
6.930165484284810162e+00,6.930165484284809274e+00,4.385546643316405202e+00,4.385546643316402537e+00
6.930165484284812827e+00,6.930165484284810162e+00,6.930165484284810162e+00,5.366020339028611197e+00
6.930165484284812827e+00,6.930165484284810162e+00,5.366020339028611197e+00,5.366020339028609420e+00
8.670837084875271827e+00,8.670837084875270051e+00,5.366020339028611197e+00,5.366020339028609420e+00
6.930165484284812827e+00,6.930165484284810162e+00,5.366020339028613861e+00,5.366020339028611197e+00
6.930165484284810162e+00,6.930165484284809274e+00,5.366020339028616526e+00,5.366020339028612973e+00
6.930165484284813715e+00,6.930165484284810162e+00,6.930165484284809274e+00,5.366020339028616526e+00
6.930165484284813715e+00,6.930165484284812827e+00,6.930165484284810162e+00,6.930165484284809274e+00
6.930165484284813715e+00,6.930165484284812827e+00,6.930165484284809274e+00,5.366020339028608532e+00
6.930165484284813715e+00,6.930165484284812827e+00,5.366020339028609420e+00,5.366020339028608532e+00
8.538645746349159182e+00,5.534121372823923579e+00,5.366020339028616526e+00,4.385546643316406978e+00
6.930165484284812827e+00,6.930165484284810162e+00,4.385546643316406978e+00,4.385546643316406090e+00
8.538645746349157406e+00,5.534121372823922691e+00,5.366020339028609420e+00,4.385546643316406090e+00
8.538645746349159182e+00,5.534121372823920915e+00,5.366020339028611197e+00,4.385546643316408755e+00
8.670837084875268275e+00,8.670837084875266498e+00,5.366020339028611197e+00,5.366020339028609420e+00
6.930165484284809274e+00,6.930165484284806610e+00,5.366020339028606756e+00,5.366020339028605868e+00
8.970713244546590914e+00,8.970713244546590914e+00,4.386951258427317590e+00,4.386951258427316702e+00
8.538645746349155630e+00,5.534121372823924467e+00,5.366020339028613861e+00,4.385546643316399873e+00
8.119918636289005676e+00,8.119918636289005676e+00,7.466801298062875070e+00,7.466801298062875070e+00
8.119918636289005676e+00,8.119918636289005676e+00,7.466801298062874181e+00,7.466801298062874181e+00
8.119918636289003899e+00,8.119918636289003899e+00,7.466801298062873293e+00,7.466801298062873293e+00
8.119918636289005676e+00,8.119918636289005676e+00,7.466801298062875070e+00,7.466801298062875070e+00
7.868021016449056937e+00,7.678571926815821236e+00,5.430207114564733928e+00,5.253999999999999559e+00
7.868021016449056937e+00,7.678571926815821236e+00,7.678571926815821236e+00,5.253999999999999559e+00
7.868021016449056937e+00,7.678571926815821236e+00,5.430207114564733040e+00,5.253999999999999559e+00
7.868021016449053384e+00,7.678571926815818571e+00,5.430207114564732152e+00,5.253999999999999559e+00
7.868021016449054272e+00,7.678571926815823012e+00,7.678571926815823012e+00,5.254000000000001336e+00
7.868021016449054272e+00,7.678571926815823012e+00,5.430207114564731263e+00,5.254000000000001336e+00
7.868021016449054272e+00,7.678571926815823012e+00,5.430207114564731263e+00,5.254000000000001336e+00
7.868021016449056937e+00,7.678571926815820348e+00,5.430207114564733928e+00,5.253999999999997783e+00
7.868021016449056937e+00,7.678571926815820348e+00,7.678571926815820348e+00,5.253999999999997783e+00
7.868021016449056937e+00,7.678571926815820348e+00,5.430207114564732152e+00,5.253999999999997783e+00
8.647486024270488514e+00,8.647486024270488514e+00,4.423797298696386271e+00,4.423797298696386271e+00
7.868021016449050720e+00,7.678571926815820348e+00,7.678571926815820348e+00,5.254000000000001336e+00
7.868021016449053384e+00,7.678571926815816795e+00,5.430207114564730375e+00,5.253999999999997783e+00
8.647486024270490290e+00,8.647486024270490290e+00,4.423797298696386271e+00,4.423797298696386271e+00
7.868021016449053384e+00,7.678571926815813242e+00,5.430207114564729487e+00,5.253999999999992454e+00
7.868021016449053384e+00,7.678571926815813242e+00,7.678571926815813242e+00,5.253999999999992454e+00
7.868021016449053384e+00,7.678571926815819459e+00,5.430207114564731263e+00,5.254000000000001336e+00
7.868021016449053384e+00,7.678571926815819459e+00,7.678571926815819459e+00,5.254000000000001336e+00
8.647486024270488514e+00,8.647486024270488514e+00,4.423797298696385383e+00,4.423797298696385383e+00
7.868021016449053384e+00,7.678571926815819459e+00,7.678571926815819459e+00,5.254000000000001336e+00
7.868021016449053384e+00,7.678571926815816795e+00,5.430207114564729487e+00,5.253999999999997783e+00
7.868021016449053384e+00,7.678571926815819459e+00,5.430207114564731263e+00,5.254000000000001336e+00
7.868021016449053384e+00,7.678571926815816795e+00,5.430207114564731263e+00,5.253999999999997783e+00
7.868021016449053384e+00,7.678571926815816795e+00,5.430207114564731263e+00,5.253999999999997783e+00
8.647486024270483185e+00,8.647486024270483185e+00,4.423797298696381830e+00,4.423797298696381830e+00
7.868021016449053384e+00,7.678571926815813242e+00,7.678571926815813242e+00,5.253999999999992454e+00
7.868021016449053384e+00,7.678571926815816795e+00,5.430207114564729487e+00,5.253999999999997783e+00
7.868021016449053384e+00,7.678571926815813242e+00,5.430207114564729487e+00,5.253999999999992454e+00
7.478686144591973672e+00,7.478686144591973672e+00,7.478686144591969231e+00,7.478686144591969231e+00
7.478686144591976337e+00,7.478686144591976337e+00,7.478686144591972784e+00,7.478686144591972784e+00
7.478686144591975449e+00,7.478686144591975449e+00,7.478686144591969231e+00,7.478686144591969231e+00
7.478686144591974561e+00,7.478686144591974561e+00,7.478686144591967455e+00,7.478686144591967455e+00
7.478686144591975449e+00,7.478686144591975449e+00,7.478686144591973672e+00,7.478686144591973672e+00
7.478686144591970120e+00,7.478686144591970120e+00,7.478686144591968343e+00,7.478686144591968343e+00
4.381635252883550713e+00,4.381635252883550713e+00,4.381635252883550713e+00,4.381635252883550713e+00
4.381635252883550713e+00,4.381635252883550713e+00,4.381635252883550713e+00,4.381635252883550713e+00
4.381635252883557818e+00,4.381635252883557818e+00,4.381635252883557818e+00,4.381635252883557818e+00
4.381635252883554266e+00,4.381635252883554266e+00,4.381635252883554266e+00,4.381635252883554266e+00
4.381635252883553378e+00,4.381635252883553378e+00,4.381635252883553378e+00,4.381635252883553378e+00
4.381635252883554266e+00,4.381635252883554266e+00,4.381635252883554266e+00,4.381635252883554266e+00
7.808245908573129945e+00,7.091757314428424941e+00,7.091757314428424941e+00,6.201120561511336504e+00
8.788624272111594138e+00,7.091757314428424941e+00,7.091757314428424941e+00,6.201120561511336504e+00
7.808245908573123728e+00,7.091757314428424053e+00,7.091757314428423165e+00,6.201120561511337392e+00
8.788624272111587032e+00,7.091757314428424053e+00,7.091757314428423165e+00,6.201120561511337392e+00
8.788624272111594138e+00,7.091757314428427605e+00,7.091757314428427605e+00,6.201120561511333840e+00
8.788624272111587032e+00,7.091757314428424053e+00,7.091757314428423165e+00,6.201120561511337392e+00
7.808245908573123728e+00,7.091757314428424053e+00,7.091757314428423165e+00,6.201120561511337392e+00
7.808245908573129057e+00,7.091757314428429382e+00,7.091757314428427605e+00,6.201120561511339169e+00
8.788624272111594138e+00,7.091757314428429382e+00,7.091757314428427605e+00,6.201120561511339169e+00
7.808245908573130833e+00,7.091757314428426717e+00,7.091757314428424941e+00,6.201120561511337392e+00
8.788624272111595914e+00,7.091757314428426717e+00,7.091757314428424941e+00,6.201120561511337392e+00
7.808245908573130833e+00,7.091757314428426717e+00,7.091757314428424941e+00,6.201120561511337392e+00
8.788624272111592362e+00,7.091757314428425829e+00,7.091757314428424941e+00,6.201120561511339169e+00
7.808245908573127281e+00,7.091757314428425829e+00,7.091757314428424941e+00,6.201120561511339169e+00
8.788624272111594138e+00,7.091757314428426717e+00,7.091757314428424941e+00,6.201120561511337392e+00
